,Unnamed: 0,author,date,section,word_count,abstract,headline,source
918,918,"Krawczeniuk, Borys","Jan 31, 2012",News,412,"""We need to get this done,"" [Bob Casey] said. ""We still have a great deal of work to do. We know that a cut in the payroll helps middle-income folks be able to buy necessities like groceries or gas or other essential items."" Republican and Democratic disagreements have centered on how and whether to extend unemployment benefits, eliminating a proposed Medicare spending cut, increasing taxes on people earning more than $1 million and overruling President Barack Obama's denial of permission to build an oil pipeline in Nebraska. The pipeline would connect Canada oil fields to refineries in the Gulf of Mexico. Negotiators also must come up with a way of paying for the cut.",Tax Cut Extension Would Save NEPA Workers $410 Or More,Citizens' Voice
919,919,"Krawczeniuk, Borys","Sep 4, 2012",News,1237,"Alas, [Gene Stilp]'s and [Phil Scollo]'s fortunes were only typos. In the 11th Congressional District race, Stilp hardly fits the prototype of a struggling Democratic activist. He maintains investments in some of the world's largest corporations, including the Altria Group, Cisco Systems, Coca Cola, ConocoPhillips, E. I. du Pont de Nemours and Co., Frontier Communications, General Electric, General Mills, Intel, J.P. MorganChase & Co., Kraft Foods, Merck & Co., Pepsico, Pfizer, Philip Morris, Procter & Gamble, PPL, 3M and Verizon. In the primary election, [Matt Cartwright]'s opponent, U.S. Rep. Tim Holden, portrayed Cartwright as a millionaire yachtsman in a campaign television commercial, but Cartwright's financial disclosure form describes ownership of ""family boats"" worth only between $1,001 and $15,000.","Financial Disclosure Forms Provide Legislator, Candidate Info",Citizens' Voice
920,920,,"Oct 3, 2012",Opinion,136,"Dear Mitt: Yup, I'm one of them a?? one of your ""write-offs."" Now I don't pay taxes but I believe I give a lot to my country. I work for the Foster Grandparent Program in Hazleton for $2.65 per hour.",Dear Mitt: I'm A 'write-off',Standard - Speaker
921,921,"Krawczeniuk, Borys","Jan 21, 2011",News,142,"""There will be many opportunities for us to work together in the 112th Congress,"" [Pat Toomey] said, ""And sitting next to each other is a small, but important step toward setting a civil and cooperative tone for the challenging work ahead of us.""","Casey, Toomey Will Sit Together At State Of The Union",Citizens' Voice
922,922,"Falchek, David","Apr 09, 2011",News,385,"""We can eliminate all the government and the Department of Defense and still not be stable financially until we address entitlements, because they are open-ended obligations,"" [Lou Barletta] said. ""Administration after administration and Congress after Congress failed to do it. But it is the challenge of our generation."" U.S. Sen. Bob Casey, a Democrat, was not pleased about the process, which he defined in a prepared statement as ""brinksmanship"" diverting Congress from greater challenges and long-term solutions. ""The difficulties in performing the basic function of keeping the government operating does not bode well for the work ahead to create jobs and cut spending,"" he said. ""In the future, I hope that common sense and bipartisan compromise can replace politics and posturing.""",NEPA Legislators Gear Up For More Spending Battles,Citizens' Voice
923,923,Anonymous,"Jan 20, 2011",Opinion,1199,"The program, known as Goodwill GoodGuides, is aimed at 12- to 17-year-olds who face such risk factors as school failure, juvenile delinquency, family violence and other challenges. Through the use of trusted adult and peer mentors, the program helps these young people build career plans and skills. The idea is that if we can keep these youth out of trouble now, they will be less likely to face even greater hardships down the road. Goodwill Industries of Northeastern PA's GoodGuides program has 89 youth matched in successful mentoring relationships. - The majority of people living with mental illness are not violent. The U.S. surgeon general has said, ""The overall contribution of mental disorders to the total level of violence in society is exceptionally small."" Acts of violence are exceptional, and in many cases indicate that something (usually in the mental health care system) has gone terribly wrong. - Individuals and families should educate themselves about mental illness, seek support and not be afraid to reach out for help when they need it. Likewise those knowledgeable about mental illness and the mental health care system should share this knowledge and provide support. Successful recovery of any mental illness is contingent on these factors.",Letters To The Editor - 1/21/2011,The Times - Tribune
924,924,Anonymous,"Aug 31, 2011",Opinion,395,"Editor: In ""Uncertain crime"" (Your Opinion, Aug. 27), Jeffrey M. McHale correctly indicates that the Catholic Church calls for the avoidance of every sign of unjust discrimination toward those with homosexual tendencies. Regarding the sinfulness of ""homosexuality,"" however, his letter calls for clarification. Paragraphs 2357-9 of the Catechism of the Catholic Church make clear that it is not a sin to be sexually attracted to people of one's own sex. If that was what Mr. McHale meant when he used the word ""faultless"" regarding the church's teaching on homosexuality, he was certainly correct. Paragraph 2396, however, lists four of the sins gravely contrary to chastity: ""masturbation, fornication, pornography and homosexual practices.""",Letters To The Editor - 9/1/2011,The Times - Tribune
925,925,"Falchek, David; Legere, Laura","Sep 21, 2012",News,950,"""They get to spin every little piece of information until it's unrecognizable,"" said Tracy Carluccio, deputy director of the Delaware Riverkeeper Network. ""It is being called clean, when actually it's the opposite. It's the same old fossil fuel."" ""Gasland"" director Josh Fox reiterated the David and Goliath theme. ""Gasland"" chronicles the effects of natural gas drilling on the American landscape. ""What we're talking about today is big business, across the street,"" he said. ""The 1 percent of the 1 percent of the world coming to Pennsylvania and saying, we own it.""",Corbett Says Drilling Opponents Are 'unreasoning',Citizens' Voice
926,926,,"Oct 7, 2012",Opinion,621,"The $10 Million a Minute refers to how much ""the federal government's financial sinkhole"" is growing. Each audience on the tour is greeted with a giant ""Burden Barometer"" board on which the numbers just keep flipping higher and higher. The ""Burden Barometer"" goes beyond the National Debt Clock, which shows $16 trillion; taking into account total liabilities, unfunded social insurance promises and other commitments based on official government reports. The burden stood at almost $70.8 trillion on Wednesday. ""Health care is eating our lunch,"" he said. ""The Affordable Care Act did not help from a financial standpoint."" Don't assume [David Walker] sides with the ""repeal Obamacare"" crowd.",Straight Shooter Wants Straight Talk On Debt,The Times - Tribune
927,927,"Swift, Robert","Jul 24, 2012",News,476,"The law requires all voters to show photo ID such as a driver's license or non-driver photo ID, U.S. passports, student ID cards with expiration dates, current military identification or ID cards issued to government employees. The Department of Justice's civil rights division has requested information about Pennsylvania's database of registered voters and PennDOT ID databases of individuals with driver's license, said [Carol Aichele]. Aichele expressed optimism that a special photo ID card to be issued free by her department will assist most voters that don't have the ID specified by the law. Those cards could be available starting next month, she added.",Passions Build Over Voter ID Law,Standard - Speaker
