,author,date,word_count,abstract,headline,source
6180,Anonymous,"Mar 8, 2012",415, Panetta rejected McCain's calls for unilateral airstrikes against Syria but said the White House was considering nonlethal aid for the rebels. ---,World-Wide,The Wall Street Journal
6181,"Banjo, Shelly","Feb 24, 2012",681," The proposals from Connecticut to California range in scope from banning advertisements that require current employment to allowing unsuccessful job candidates to sue businesses under the same discrimination laws that apply to bias on the basis of religion, race, gender or national origin.",U.S. News: Measures Aim to End Bias Against Long-Term Jobless,The Wall Street Journal
6182,Anonymous,"Oct 5, 2011",218,,Oil Companies Could Prevent Bird Deaths,The Wall Street Journal
6183,"Hodge, Nathan","Feb 1, 2012",592," Aid to Uzbekistan is in our interests. . .because this is to support our troops, Robert Blake, assistant secretary of State for South and Central Asian affairs, said last week at a forum in Washington.",World News: U.S. Ends Ban on Aid to Uzbekistan,The Wall Street Journal
6184,"Laffer, Arthur B","Jan 31, 2012",983," Mr. Romney's tax proposals -- including eliminating the death tax, reducing the corporate tax rate to 25%, and extending the current tax rates on personal income, interest, dividends and capital gains -- would be an improvement over those of President Obama, but they don't have the boldness or internal integrity of Mr. Gingrich's personal and business flat taxes.",Why Gingrich's Tax Plan Beats Romney's,The Wall Street Journal
6185,"Back, Aaron; Browne, Andrew","Mar 14, 2012",411," Speaking before reporters at his once-a-year news conference at the end of the National People's Congress, China's rubber-stamp legislature, Mr. Wen said China has already achieved basic balance in international payments, as the current account surplus has fallen below 3% of gross domestic product.","World News: Wen Is Firm on Chinese Trade, Currency Policies",The Wall Street Journal
6186,"Solomon, Jay; Norman, Laurence","Feb 17, 2012",709," In a sign the U.S. wasn't easing pressure on Tehran, the U.S. Treasury sanctioned Iran's Ministry of Intelligence on Thursday for alleged human-rights abuses, support for terrorist groups and for Syria's internal crackdown.",World News: West Weighs Tehran's Offer to Talk --- U.S. and European Officials Look for a Willingness to Abandon Preconditions and Directly Discuss Nuclear Issues,The Wall Street Journal
6187,"Stephens, Bret","Oct 11, 2011",837," A Coptic group called the Maspero Youth Union -- an outspoken movement with an uneasy relationship with the Coptic religious establishment -- had decided to march on the headquarters of Egyptian state television, partly in protest of a mob attack (unhindered and possibly abetted by local authorities) on a church in Aswan, but also against the army for conspicuously failing to protect Coptic interests since the revolution. What followed were a series of escalations: stones thrown between the protesters and Muslim onlookers; the army's use of tear gas and armored vehicles to disperse -- and run over -- the protesters; an allegation, made by a presenter on state TV, that the protesters had attacked the soldiers; another allegation, made on a Muslim religious channel, that the protesters had burned a Quran, leading in turn to an attempted attack on Cairo's historic Coptic hospital.",Egypt's Silhouette of Fire,The Wall Street Journal
6188,"Lewis, Al","Dec 4, 2011",554," Private money-market funds are increasingly fearful of lending to European banks, so our Fed decided it's up to the central banks of the world to collude and intervene.",Hooray for Socialism!,The Wall Street Journal
6189,"Pasztor, Andy","Dec 7, 2011",456," In a statement, released by the FAA, Mr. Babbitt, 65 years old and also a former union leader and industry consultant, called the FAA job ""the highlight of my professional career"" and said he was confident agency officials could ""successfully carry out all the critical safety initiatives"" under way.",U.S. News: FAA Chief Steps Down After Arrest,The Wall Street Journal
6190,Anonymous,"Jan 10, 2012",592," Jill Duhaime, a 34-year-old second-grade teacher, is teaching a unit on the New Hampshire primaries and wanted to give her son, first-grader Jason, a preview of next year.",Election 2012: Campaign Watch,The Wall Street Journal
6191,"Hannan, Daniel","Jan 19, 2012",975," [...] Ms. Guldi pays remarkably little attention to the immediate cause of the private road network's failure, namely the arrival of rails. [...] to complain that privatization is bad for poor and remote regions is to beg the question.",The Lessons Of the Turnpike,The Wall Street Journal
6192,Anonymous,"Jan 6, 2012",634," The nuisance shareholder proposals on political spending introduced by unions and left-wing activists are part of a remarkable 18-month effort to subvert the Supreme Court's reaffirmation of corporate free-speech rights in its Citizens United v. Federal Election Commission ruling (""Shutting Up Business,"" Review & Outlook, Dec. 28).","Free Speech for Unions, but Not for Other Corporations?",The Wall Street Journal
6193,"Kinkhabwala, Aditi","Mar 1, 2012",770," [...] Cruz was named the Vizio Top Value Performer for producing so much and costing so little. From her time at Florida International University, through a job in the marketing department at Creative Artists Agency in Los Angeles, right on to her creation in 2009 of public relations and marketing firm Brand Infinite, she has had a branding plan for Cruz.",Cruz Walks Line Between Star and Shill,The Wall Street Journal
6194,Anonymous,"Nov 8, 2011",331, Pennsylvania's attorney general slammed Penn State for failing to report alleged incidents of child sexual abuse by a football coach. ---,World-Wide,The Wall Street Journal
6195,Anonymous,"Jan 4, 2012",688, The case began unraveling for the plaintiff after defense lawyers asked the Mississippi Supreme Court to remove the original judge because he allegedly neglected to disclose that his parents were involved in similar asbestos litigation.,U.S. News: U.S. Watch,The Wall Street Journal
6196,Anonymous,"Dec 31, 2011",201," U.S. natural gas prices fell to their lowest point in more than two years, underscoring how the nation's booming energy business is becoming a victim of its own success. ---",Business and Finance,The Wall Street Journal
6197,"Simon, Stephanie","Dec 5, 2011",1270," Bring in students for a short-term economic boost, and brand the community as a hot spot for renewable energy, in hopes of luring companies that can create jobs and spur long-term growth. Scores of other degree programs in various aspects of renewable energy have sprung up across the nation, as well -- so many, in fact, that competition for students ""is getting fierce,"" says Jim Morgan, director of the wind center at Mesalands Community College in Tucumcari.",Investing in Funds (A Special Report) --- A Green Course: Towns hope to cash in by preparing students for renewable-energy jobs,The Wall Street Journal
6198,Anonymous,"Oct 22, 2011",257," Late on Thursday night Harry Reid brought the first piece of Mr. Obama's jobs package to the Senate floor: a tax increase to fund $35 billion in aid to states to prop up the government jobs that the Majority Leader recently claimed were hurting, unlike the private sector.",Democrats Against Stimulus 2.0,The Wall Street Journal
6199,Anonymous,"Nov 5, 2011",1591," Greek Prime Minister Papandreou agreed to shelve a controversial plan for a referendum on Greece's latest financial bailout, after a tumultuous few days that thrust Greece to the brink of political chaos, forcing euro-zone leaders to contemplate the possibility that it would exit from the single currency.","This Week: Europe Trembles, Cain Parries, MF Files",The Wall Street Journal
6200,"Williamson, Elizabeth","Nov 7, 2011",898," The revival of abortion as a campaign topic is largely the result of action in states such as Mississippi, where voters on Tuesday are likely to approve an amendment to the state's constitution declaring that human life begins with a fertilized egg, a move that could make abortion equivalent to murder in that state. Last month in North Carolina, a federal judge struck down a provision in a new state law requiring women seeking abortions to view an ultrasound image of the fetus and hear its heartbeat.",U.S. News: Abortion Resurfaces for GOP Field,The Wall Street Journal
