,abstract,author,date,headline,section,source,word_count,id,candidate
19071,"Mitt Romney says Harry Reid should 'put up or shut up' on his claim the GOP candidate skipped taxes for a decade, insisting he has 'paid taxes every year, and a lot of taxes.'",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-03,"Mitt Romney denies Harry Reid's tax claim, says he pays 'a lot of taxes' every year",,New York Daily News,,19071,Romney
19072,"ROMNEY’S THE ONE! Says champagne-sipping campaign-watcher  Jameson, ‘When you're rich, you want a Republican in office.’ ",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-03,Porn legend Jenna Jameson gives Romney her unlikely - and unhelpful - endorsement ,,New York Daily News,,19072,Romney
19073,"Romney campaign aide Rick Gorka, who famously shouted 'kiss my ass' at the press corpes in Poland last week, was not with the candidate at his campaign appearances in Colorado.",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-03,"Mitt Romney's 'shove it' aide, Rick Gorka, is reportedly taking a break from the campaign trail ",,New York Daily News,,19073,Romney
19076,"Talk about making his day: Mitt Romney was the recipient of an endorsement from one of Hollywood's most-respected conservatives, Clint Eastwood.",By Brian Browdie / NEW YORK DAILY NEWS,2012-08-04,"Clint Eastwood endorses Mitt Romney during fundraiser in Sun Valley, Idaho   ",,New York Daily News,,19076,Romney
19077,Romney said he is opposed to another stimulus package: 'it is not the time to grow government',By John Lauinger / NEW YORK DAILY NEWS,2012-08-05,"Mitt Romney says on CNN Sunday that ‘something dramatic’ is needed to boost the struggling economy, but he does not offer up any specifics ",,New York Daily News,,19077,Romney
19078,"According to the Drudge Report, the current director of the CIA met with Mitt Romney last week, presumably to discuss his role as a potential GOP running mate, but the White House says it's not so. ",By Thomas M. Defrank AND Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-07,"Romney’s veep shortlist may have some real fight — in the form of Gen. David Petraeus, says Drudge",,New York Daily News,,19078,Romney
19083,"Ann Romney's dressage horse gets a disappointing score in her second Olympic outing, but earns a standing ovation from the Republican candidate's wife.",THE ASSOCIATED PRESS,2012-08-07, Ann Romney cheers Rafalca’s return to Olympic spotlight ,,New York Daily News,,19083,Romney
19084,"With only days left before the Republican candidate’s much anticipated veep announcement, speculation over his choice is reaching a boiling point. Chris Christie and Paul Ryan are also said to still be in the mix. ",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-08,Vice presidential favorites Rob Portman and Tim Pawlenty hit the campaign trail for Mitt Romney ,,New York Daily News,,19084,Romney
19087,"While the name is still a closely-held secret, much is already known about Romney's Veep pick.",NEW YORK DAILY NEWS,2012-08-09,Mitt Romney’s VP pick: What we know so far ,,New York Daily News,,19087,Romney
19090,"Rushing to a fundraising event in Lakewood, N.J., Mitt Romney’s campaign motorcade inadvertently disrupted a wedding taking place at the same venue.",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-09,Romney campaign accidently crashes Orthodox Jewish wedding in New Jersey ,,New York Daily News,,19090,Romney
19093,"When former House Speaker Newt Gingrich was asked about the status of his relationship with GOP nominee Mitt Romney, Newt remarked that he didn't 'dislike' the former governor. In the current campaign climate, that may be as good as it gets. ",By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-10,Newt Gingrich offers only faint praise for former rival Mitt Romney  ,,New York Daily News,,19093,Romney
19094,Predictably the reaction on Twitter to Rep.Paul Ryan’s selection at Mitt Romney’s running mate fell along party lines: Republicans hail a ‘great choice’ while Democrats see a renewed commitment to failed ideas.,By Brian Browdie / NEW YORK DAILY NEWS,2012-08-11,"GOPers hail Romney’s VP pick  Paul Ryan as ‘great choice,’ while Dems says he’s ‘doubling down’ on failed policies ",,New York Daily News,,19094,Romney
19095,The Romney campaign’s much-hyped “Mitt’s VP” smartphone app didn’t exactly deliver as advertised.,By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-11,#TECH FAIL: Mitt Romney’s smartphone app reports Paul Ryan as the VP pick hours after news breaks,,New York Daily News,,19095,Romney
19096,Romney's newly-minted running mate Paul Ryan and Vice President Biden are both strong campaigners and articulate defenders of their bosses’ visions.,By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-11,Running mate face off: How do Paul Ryan and Joe Biden compare?     ,,New York Daily News,,19096,Romney
19097,"Mitt Romney officially announced that Rep. Paul Ryan will be his running mate. Here are some selections from Ryan's remarks prepared for delivery in Norfolk, Virginia.",,2012-08-11,SNEAK PEEK: Excerpts from Paul Ryan's prepared speech after being named as Republican presidential candidate Mitt Romney's running mate,,New York Daily News,,19097,Romney
19098,"Romney announced his decision Saturday morning at a naval yard in Norfolk, Va., and the duo's first appearance as a campaign ticket came, appropriately, on the USS Wisconsin - which represents Ryan's home state.",By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-11,Republican presidential candidate Mitt Romney names Paul Ryan as his running mate ,,New York Daily News,,19098,Romney
19099,"Romney announced his decision Saturday morning at a naval yard in Norfolk, Va., and the duo's first appearance as a campaign ticket came, appropriately, on the USS Wisconsin - which represents Ryan's home state.",By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-11,Republican presidential candidate Mitt Romney names Paul Ryan as his running mate ,,New York Daily News,,19099,Romney
19100,"Republican candidate for president goofs at V.P. announcement on U.S.S. Wisconsin in Norfolk, Va.",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-11,Oops! Mitt Romney introduces V.P. running mate Paul Ryan as 'the next president of the United States',,New York Daily News,,19100,Romney
19101,"He's got opportunities, starting with a big battleground-state bus tour beginning Saturday. Then comes his critical running-mate announcement and the TV hoopla of a national convention, where he'll accept the Republican nomination he's sought for nearly a decade.",THE ASSOCIATED PRESS,2012-08-11,Romney looking to shift campaign in effort to regain momentum,,New York Daily News,,19101,Romney
19103,"Paul Ryan may be a conservative rock star, but the Wisconsin congressman isn’t exactly a household name. ",By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-11,"Youthful, ambitious, and controversial: What you need to know about Romney's running mate Paul Ryan",,New York Daily News,,19103,Romney
19104,"In scenic Janesville, where Mitt Romney's running mate spent most of his life, Paul Ryan’s friends and neighbors described him as a warm and down-to-earth family man who shuns politics at social gatherings.",By Kay Nolan AND Rich Schapiro / NEW YORK DAILY NEWS,2012-08-12,Paul Ryan is the toast of his hometown,,New York Daily News,,19104,Romney
19105,"He's more likable, and more conservative, than Romney, and a strong campaigner. But he's not exactly a spellbinder.",NEW YORK DAILY NEWS,2012-08-12,Paul Ryan is Mitt Romney’s game-changer — one that likely won’t go south like picking Sarah Palin did for John McCain,,New York Daily News,,19105,Romney
19106,President Obama wasted no time in branding Ryan the 'ideological leader' of the GOP Sunday - as Romney carefully created daylight between his agenda and his running mate’s budget plan.,By Douglas Feiden / NEW YORK DAILY NEWS,2012-08-12,"Fight over Medicare benefits takes center stage as Mitt Romney, Paul Ryan appear on '60 Minutes'",,New York Daily News,,19106,Romney
19108,Take a look a the positions taken by Mitt Romney's running mate during his career in Congress.,By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-12,Where Paul Ryan stands on the issues,,New York Daily News,,19108,Romney
19109,A timeline of the presumptive Republican nominee's process toward picking Rep. Paul Ryan as his running mate.,By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-12,Tick Tock: A countdown to Mitt Romney’s Veep pick ,,New York Daily News,,19109,Romney
19110,"Reaction to Mitt Romney’s choice for vice president has so far has fallen largely along partisan lines, with Democrats attacking Ryan’s austere budget proposal in Congress. ",By Anthony Bartkewicz / NEW YORK DAILY NEWS,2012-08-12,Energy or extremism? Debate over what Wisconsin’s Paul Ryan brings to GOP ticket ,,New York Daily News,,19110,Romney
19112,Republican vice presidential pick likes to take down deer with a bow and has been known to catch fish with his bare hands. Mitt Romney admitted he'd never had a hunting license during 2008 campaign.,By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-13,Paul Ryan adds hunting cred to the GOP ticket with bigger game than ‘small varmints’ ,,New York Daily News,,19112,Romney
19113,Modern Republican Party gets their wish as Mitt Romney opts for entitlement-slashing zealot for running mate,NEW YORK DAILY NEWS,2012-08-13,Think Paul Ryan will fight for the middle class? That's rich!  ,,New York Daily News,,19113,Romney
19114,Wisconsin congressman uses clandestine tactics to shake off reporter camped outside his home. He goes incognito to the Bay State on Aug. 5 for hush-hush powwow,By Douglas Feiden / NEW YORK DAILY NEWS,2012-08-13,Paul Ryan's secret blueprint for dodging the press: Head out the backdoor and walk through the woods to meet up with Mitt Romney in Massachusetts,,New York Daily News,,19114,Romney
19115, Vice President Joe Biden outraged the Romney campaign again with a 'new low' when he said in a speech in Virginia that the Republicans and Wall Street would put Americans 'back in chains.',By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-14,Oh Joe: Biden outrages Romney campaign saying GOP will put Americans ‘back in chains’  ,,New York Daily News,,19115,Romney
19117,The address is considered a springboard for rising stars in the party and Christie has wooed many with his blunt speaking style. Florida Sen. Marco Rubio will introduce Mitt Romney as the nominee. ,By Jonathan Lemire AND Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-14,New Jersey Gov. Chris Christie confirmed as keynote speaker for Republican convention ,,New York Daily News,,19117,Romney
19118,"El Palacio de los Jugos is owned by Reinaldo Bermudez, who served three years in federal prison for conspiracy to distribute cocaine.",THE ASSOCIATED PRESS,2012-08-14,Romney campaigns at Miami juice shop owned by convicted drug trafficker ,,New York Daily News,,19118,Romney
19119,The address is considered a springboard for rising stars in the party and Christie has wooed many with his blunt speaking style. Florida Sen. Marco Rubio will introduce Mitt Romney as the nominee. ,By Jonathan Lemire AND Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-14,New Jersey Gov. Chris Christie confirmed as keynote speaker for Republican convention ,,New York Daily News,,19119,Romney
19121,How much is that doggie on the car roof? Are you talking electoral college or popular vote? ,By Kristen A. Lee / NEW YORK DAILY NEWS,2012-08-15,Devo hounds Romney in new song on behalf of family dog Seamus ,,New York Daily News,,19121,Romney
19122,"Gallup had Romney with 46% in days before the Ryan announcement, and just one percentage point higher in the four days that followed",By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-15,"Rep. Paul Ryan and his Medicare plan are all the buzz on the campaign trail, but Mitt Romney’s VP choice  has not given him the anticipated bump in the polls  ",,New York Daily News,,19122,Romney
19129,"The GOPer's camp had a blanket deal with record companies, including the one that inked the L.A.-based band",By Jonathan Lemire / NEW YORK DAILY NEWS,2012-08-16,"Mitt Romney, don’t touch the ‘Panic Switch’ - it’s not about a campaign S.O.S., just the Silversun Pickup’s disapproval of the Republican using their 2009 hit  ",,New York Daily News,,19129,Romney
