,author,date,section,word_count,abstract,headline,source,subjects
2024,"Semuels, Alana","Oct 2, 2011",Main News; Part A; National Desk,1348," Drawn by the promise of well-paying jobs, people from across the country flock here and settle in the makeshift clusters of RV campers and manufactured mobile homes that dot the outskirts of towns like this one, two hours south of the Canadian border. In Williston, a town 45 miles north of Watford City along a heavily traveled two-lane highway, hotels charge $200 a night for meager accommodations and are so overbooked that many newcomers sleep in their cars.","Despite jobs, not all is rosy in North Dakota; An oil boom means plenty of work, but there's still discontent with Washington.",Los Angeles Times,"Presidential elections, Employment, Petroleum production, Economic conditions -- North Dakota, State budgets"
2025,"Levey, Noam N","Nov 24, 2011",LATExtra; Part AA; National Desk,329," ""Don has led the agency as we have launched exciting new programs that are saving money, fighting fraud, transforming our healthcare delivery system, providing new benefits to people with Medicare, holding insurance companies accountable to consumers, and working to establish affordable insurance exchanges,"" Health and Human Services Secretary Kathleen Sebelius told the department Wednesday in announcing Berwick's departure.","Medicare chief to resign; Foes of the healthcare law have opposed Donald Berwick, a recess appointee.",Los Angeles Times,"Patient Protection & Affordable Care Act 2010-US, Resignations, Medicaid, Medicare, Political appointments"
2026,"Nicholas, Peter","Jan 5, 2011",Main News; Part A; National Desk,534," Over the last two years, Klain helped position Biden as an influential figure in the White House while assisting in the confirmation of a pair of Supreme Court nominees:",Biden's chief of staff departs amid White House shuffle,Los Angeles Times,"Meetings, Resignations, Political appointments"
2027,"Gold, Matea; Cloud, David S; Brown, Eryn","May 3, 2011",Main News; Part A; Foreign Desk,1130," [...] concern, U.S. officials were considering the merits of releasing gory photos of Bin Laden taken after he was shot.",DEATH OF OSAMA BIN LADEN; Sea burial fodder for conspiracy theories,Los Angeles Times,"Assassinations & assassination attempts, Intelligence gathering, Genetic testing, Raids"
2028,"Dilanian, Ken; Hennigan, W J","May 13, 2011",Business; Part B; Business Desk,812," After years of warnings that the U.S. is vulnerable to a cyber attack that could blow up city blocks, erase bank data and fry power grids, the White House said it would call on industry to set standards for securing computer networks that run the nation's critical infrastructure.",TECHNOLOGY; PLAN TO THWART CYBER ATTACK URGED; White House calls on industry to set standards to secure networks that run key infrastructure.,Los Angeles Times,"Infrastructure, Network security, Computer networks, Federal government, Data encryption, Computer security, Terrorism"
2029,Anonymous,"Jan 3, 2011",Main News; Part A; Letters Desk,1189,,LETTERS,Los Angeles Times,
2030,"Gillespie, Nick; Welch, Matt","Jun 5, 2011",Main News; Part A; Editorial Desk,1090," [...] technological advances in everything from medicine to clothing design to online vending allowed us to develop and insist on ever-more personalized and individualized products and service. [...] more important, social attitudes toward inherited group identity and traditional tribal affiliation have relaxed tremendously, resulting in an America that is far looser and less uptight than we once were about everything from dress codes to racial segregation.","We're all mutants now; No one is simply white or black, or even male or female; we revel in our mongrelization.",Los Angeles Times,"Motion pictures -- X-Men: First Class, Social identity, Multiculturalism & pluralism, Social conditions & trends"
2031,"Lazarus, David","Oct 28, 2011",Business; Part B; Business Desk,917," When Wal-Mart, the country's largest private employer, announced the other day that it's cutting back on health coverage for workers, it wasn't just the latest sign that our healthcare system is out of reach for a growing number of people. Businesses began offering health benefits during World War II to attract workers during a government-imposed wage freeze, and the perk gradually became the primary form of coverage in the United States.",Latest sign of a sick healthcare system,Los Angeles Times,"Health care expenditures, Health insurance, Employee benefits"
2032,"Williams, Carol J","May 3, 2011",LATExtra; Part AA; Metro Desk,533," The lawsuit filed on Inauguration Day in 2009 was dismissed by U.S. District Judge David O. Carter on grounds that the federal courts aren't the forum for sanctioning a sitting president, even if it was proved that he wasn't eligible to run for the White House.","CALIFORNIA; 'Birthers' keep the controversy going; In a federal courtroom in Pasadena, they challenge dismissal of a case against Obama.",Los Angeles Times,"Federal court decisions, Presidents, Judges & magistrates, Court hearings & proceedings"
2033,"Helfand, Duke; Hennigan, W J","Oct 14, 2011",Main News; Part A; Business Desk,935," Blue Shield of California says it will give customers in the state a $283-million credit on their insurance premiums, saying it is fulfilling a promise to return money to policyholders when its net income exceeds 2% of revenue. ""When people come to expect benefits and services, the law will be much harder to cut back,"" said Cathy Schoen, senior vice president of the nonprofit Commonwealth Fund, which focuses on improving the U.S. healthcare system.","Blue Shield returns more excess profit; Californians will get $283 million in credits. Under Obama's health program, other insurers could follow.",Los Angeles Times,"Insurance policies, Insurance premiums, Policyholders, Rebates, Health insurance, Corporate profits"
2034,"Geiger, Kim","Aug 22, 2011",Main News; Part A; National Desk,518," Obama attributed August's stock market roller coaster to ""a lot of head winds"" from world events -- the debt crisis in Europe, the earthquake in Japan and the increase in gas prices caused by the protests in the Middle East last spring.",Obama hangs his reelection on the economy; He doesn't foresee another recession but expects to be judged on the recovery.,Los Angeles Times,"Presidential elections, Economic recovery, Recessions, Unemployment"
2035,Anonymous,"Jun 16, 2011",Main News; Part A; Letters Desk,1228, [...] anyone is likely to have had some personal deliberations about marriage and thus would not be entirely unbiased about the value of the institution. [...] Marzook represents a terrorist government.,View from the bench,Los Angeles Times,"Land settlement, Palestinians, Territorial issues, Same sex marriage"
2036,"Lazarus, David","Mar 4, 2011",Business; Part B; Business Desk,1032," In his book, ""Fresh Medicine,"" he argues that a key element of meaningful healthcare reform is creation of a Social Security-like trust fund that would raise money from payroll taxes and issue vouchers to all Americans. Bredesen believes this would counter cherry picking by insurers and healthcare providers who seek out people who are younger and healthier (read: more profitable) and leave sicker people to costlier alternatives that reduce profit margins.",Taking a scalpel to health system,Los Angeles Times,"Social security, Infant mortality, Trust funds, Health care policy, Vouchers, Payroll taxes, Reforms"
2037,"Tschorn, Adam","Sep 11, 2011",Image; Part P; Features Desk,887," Tuesday nights at 8 p.m. as the host of NBC's ""It's Worth What?"" game show. Since the comedian-actor-game-show host is clearly an unabashed fan of the question mark, we thought it only appropriate to pepper the pair with a few questions of our own. --",FASHION; Cedric's got you covered,Los Angeles Times,"Fashion, Headgear"
2038,"Mascaro, Lisa","Feb 26, 2011",Main News; Part A; National Desk,429," House Republican leaders unveiled a short-term, stopgap spending measure Friday that retreats from some of their top political priorities, such as defunding President Obama's healthcare law, in the hope of averting a government shutdown by next weekend.",THE NATION; House GOP retreats on cuts,Los Angeles Times,"Federal budget, Government spending, Leadership, Greenhouse gases, Budgets"
2039,"Malcolm, Andrew","Mar 20, 2011",Main News; Part A; National Desk,648," For decades, political and communications strategists have designed and scheduled their everyday events and campaign contents around how they look and sound on television, with the day's main message embedded in key sound bites near the beginning of the event, which is usually staged by 2 p.m. to allow time for editing to make the evening newscasts.",TOP OF THE TICKET; Politicians seizing on the power of online,Los Angeles Times,"Politics, Polls & surveys, News media, Online information services"
2040,Anonymous,"May 22, 2011",Main News; Part A; Letters Desk,1306,,LETTERS; Security debate,Los Angeles Times,
